,rating,review,app,source,sentiment,normalized_review,theme
1135,5,very responsive and best way to get things taken care of. thank you,SeeClickFix,Google,"[{'label': 'neutral', 'score': 0.6915701627731323}, {'label': 'joy', 'score': 0.1736927032470703}]",responsive good way thing care thank,-1_county_work great_close_communicate
1137,4,"for those who are complaining that nothing gets done after reporting an issue: sorry to say but you picked a bad town to live in and they chose to ignore you. my city fixes stuff the same day, so yhe reports are definitely going through. and those who are complaining of network errors. buy a mew device. the app works fine its you who is the problem. i have android too. anyway great app love it definitely nice and easy to use.",SeeClickFix,Google,"[{'label': 'sadness', 'score': 0.5736241340637207}, {'label': 'joy', 'score': 0.14910495281219482}]",complain issue sorry pick bad live choose ignore fix stuff day yhe definitely complain network error buy mew device work fine problem android great love definitely nice easy use,12_phone_definitely_version_new
1139,5,absolutely just amazing,SeeClickFix,Google,"[{'label': 'surprise', 'score': 0.9692459106445312}, {'label': 'joy', 'score': 0.01186045166105032}]",absolutely amazing,6_awesome_fantastic_excellent_cool
1140,5,super handy and efficient way to communicate with my city,SeeClickFix,Google,"[{'label': 'neutral', 'score': 0.7084387540817261}, {'label': 'joy', 'score': 0.15423399209976196}]",super handy efficient way communicate,-1_county_work great_close_communicate
1141,5,"could be a little more user friendly, but it does what it needs to effectively.",SeeClickFix,Google,"[{'label': 'neutral', 'score': 0.7466465830802917}, {'label': 'sadness', 'score': 0.1853165626525879}]",little user friendly need effectively,4_user friendly_friendly_user_easy use
1142,5,love seeing.the photos and other posts.,SeeClickFix,Google,"[{'label': 'joy', 'score': 0.9138743281364441}, {'label': 'neutral', 'score': 0.03596590459346771}]",love photo post,5_love_date_trash_perfect
1144,5,excellent app,SeeClickFix,Google,"[{'label': 'joy', 'score': 0.8740156292915344}, {'label': 'neutral', 'score': 0.10410717129707336}]",excellent,6_awesome_fantastic_excellent_cool
1145,5,things get taken care of if you use this app. it's great.,SeeClickFix,Google,"[{'label': 'joy', 'score': 0.8947704434394836}, {'label': 'neutral', 'score': 0.08622535318136215}]",thing care use great,18_thing care_thing_beat_care great
1146,5,it's the app thats full of misteries,SeeClickFix,Google,"[{'label': 'surprise', 'score': 0.48125436902046204}, {'label': 'neutral', 'score': 0.3996129333972931}]",misterie,5_love_date_trash_perfect
1147,5,which is the best app on my phone the response time is asap,SeeClickFix,Google,"[{'label': 'surprise', 'score': 0.45891281962394714}, {'label': 'neutral', 'score': 0.3105023205280304}]",good phone response time asap,0_quick response_quick_response_response time
1149,5,works great. if only the county/city did anything about many of the reports.,SeeClickFix,Google,"[{'label': 'joy', 'score': 0.7926477193832397}, {'label': 'neutral', 'score': 0.12234827876091003}]",work great county,-1_county_work great_close_communicate
1151,5,"i gave this 5 stars but i downloaded it a few years ago. i was getting ads popping up on my galaxy s9 non stop and driving me nuts, i downloaded this app and the very next time an ad popped up it asked me if i had opened the pre installed tv remote ap, which i hadn't, so i deleted the tv remote app and the pop ups were gone !!. have not had to use it since.",SeeClickFix,Google,"[{'label': 'sadness', 'score': 0.4926794767379761}, {'label': 'surprise', 'score': 0.3895167410373688}]",star download year ago ad pop galaxy non stop drive nuts download time ad pop ask open pre instal tv remote ap delete tv remote pop use,12_phone_definitely_version_new
1152,5,so much easier than calling,SeeClickFix,Google,"[{'label': 'joy', 'score': 0.6627199053764343}, {'label': 'surprise', 'score': 0.22244195640087128}]",easy,20_good far_far good_guy_far
1154,4,still new but great so far.,SeeClickFix,Google,"[{'label': 'joy', 'score': 0.6344456076622009}, {'label': 'neutral', 'score': 0.25417497754096985}]",new great far,1_far_issue fix_thing fix_bug
1156,5,its all good,SeeClickFix,Google,"[{'label': 'joy', 'score': 0.951394259929657}, {'label': 'neutral', 'score': 0.026715116575360298}]",good,20_good far_far good_guy_far
1157,5,simple to use,SeeClickFix,Google,"[{'label': 'neutral', 'score': 0.7422786355018616}, {'label': 'joy', 'score': 0.09001071006059647}]",simple use,9_use easy_easy use_use_great easy use
1158,5,messages get to the dpw,SeeClickFix,Google,"[{'label': 'neutral', 'score': 0.9359543919563293}, {'label': 'surprise', 'score': 0.035689931362867355}]",message dpw,1_far_issue fix_thing fix_bug
1159,5,great way of communicating with the city!!!!,SeeClickFix,Google,"[{'label': 'surprise', 'score': 0.35488250851631165}, {'label': 'neutral', 'score': 0.2706829607486725}]",great way communicate,0_quick response_quick_response_response time
1160,5,very good,SeeClickFix,Google,"[{'label': 'joy', 'score': 0.9012634754180908}, {'label': 'neutral', 'score': 0.05341026186943054}]",good,20_good far_far good_guy_far
1161,4,"great, except it takes a long time for some of work orders to get completed!",SeeClickFix,Google,"[{'label': 'joy', 'score': 0.5927553176879883}, {'label': 'surprise', 'score': 0.26393967866897583}]",great long time work order complete,0_quick response_quick_response_response time
1164,5,great fixing app,SeeClickFix,Google,"[{'label': 'neutral', 'score': 0.6176247000694275}, {'label': 'joy', 'score': 0.29166918992996216}]",great fix,-1_county_work great_close_communicate
1165,5,gets the job done,SeeClickFix,Google,"[{'label': 'neutral', 'score': 0.7384702563285828}, {'label': 'joy', 'score': 0.16442668437957764}]",job,8_work time_involve_work_difference
1167,5,"quick response, fast service!",SeeClickFix,Google,"[{'label': 'surprise', 'score': 0.5435953736305237}, {'label': 'joy', 'score': 0.22589026391506195}]",quick response fast service,0_quick response_quick_response_response time
1168,5,work orders are compketed,SeeClickFix,Google,"[{'label': 'neutral', 'score': 0.9469214677810669}, {'label': 'surprise', 'score': 0.025522803887724876}]",work order compkete,0_quick response_quick_response_response time
1169,5,"once site was found, requesting help was pretty easy. getting a response to my request has been frustrating & non existent to date. my trash was missed once, in the past few years & the error was quickly corrected, within 24 hrs, including a return phone call. please help by responding. thank you in advance. have a blessed day.",SeeClickFix,Google,"[{'label': 'sadness', 'score': 0.391867071390152}, {'label': 'surprise', 'score': 0.25631892681121826}]",site find request help pretty easy response request frustrating non existent date trash miss past year error quickly correct hrs include return phone help respond thank advance blessed day,5_love_date_trash_perfect
1170,5,"quick report, quick response. valuable app.",SeeClickFix,Google,"[{'label': 'joy', 'score': 0.41578128933906555}, {'label': 'neutral', 'score': 0.3654671311378479}]",quick quick response valuable,0_quick response_quick_response_response time
1173,5,"good day, very nice app but please do make this available on hauwei app gallery aswell. newer versions of hauwei cannot run this app without google play",SeeClickFix,Google,"[{'label': 'joy', 'score': 0.5811885595321655}, {'label': 'neutral', 'score': 0.21572034060955048}]",good day nice available hauwei gallery aswell new version hauwei run play,12_phone_definitely_version_new
1176,5,good,SeeClickFix,Google,"[{'label': 'neutral', 'score': 0.6325145363807678}, {'label': 'joy', 'score': 0.18647092580795288}]",good,20_good far_far good_guy_far
1177,5,deluxe & wrap sandwich are worth the money.,SeeClickFix,Google,"[{'label': 'joy', 'score': 0.6289808750152588}, {'label': 'neutral', 'score': 0.2541947066783905}]",deluxe wrap sandwich worth money,-1_county_work great_close_communicate
1178,5,works great except when they close the complaint with no explanation,SeeClickFix,Google,"[{'label': 'neutral', 'score': 0.6117203235626221}, {'label': 'joy', 'score': 0.15538069605827332}]",work great close complaint explanation,-1_county_work great_close_communicate
1179,5,ok,SeeClickFix,Google,"[{'label': 'neutral', 'score': 0.8115992546081543}, {'label': 'surprise', 'score': 0.05355861410498619}]",ok,11_great great_ok__
1180,5,very user friendly,SeeClickFix,Google,"[{'label': 'joy', 'score': 0.6848264932632446}, {'label': 'neutral', 'score': 0.2739897668361664}]",user friendly,4_user friendly_friendly_user_easy use
1181,5,"great app indeed,very helpful regarding information in my neighborhood.",SeeClickFix,Google,"[{'label': 'joy', 'score': 0.935795783996582}, {'label': 'surprise', 'score': 0.03335565701127052}]",great helpful information neighborhood,10_clean_neighborhood_help neighborhood_great job
1182,4,i think this app is a great tool . it's easy and time efficient to use.,SeeClickFix,Google,"[{'label': 'joy', 'score': 0.9942362904548645}, {'label': 'surprise', 'score': 0.0017694704001769423}]",think great tool easy time efficient use,4_user friendly_friendly_user_easy use
1183,5,this app does an awesome job ..,SeeClickFix,Google,"[{'label': 'neutral', 'score': 0.6172611713409424}, {'label': 'joy', 'score': 0.30115601420402527}]",awesome job,0_quick response_quick_response_response time
1184,4,"easy to use. fast, results",SeeClickFix,Google,"[{'label': 'neutral', 'score': 0.4980604350566864}, {'label': 'joy', 'score': 0.3860930800437927}]",easy use fast result,4_user friendly_friendly_user_easy use
1186,5,easy to enter and update repair requests.,SeeClickFix,Google,"[{'label': 'neutral', 'score': 0.7523870468139648}, {'label': 'surprise', 'score': 0.1249074712395668}]",easy enter update repair request,1_far_issue fix_thing fix_bug
1187,5,great app for busy bodies to snitch on neighbors with,SeeClickFix,Google,"[{'label': 'neutral', 'score': 0.8185941576957703}, {'label': 'joy', 'score': 0.09422580152750015}]",great busy body snitch neighbor,10_clean_neighborhood_help neighborhood_great job
1189,4,always room for improvement,SeeClickFix,Google,"[{'label': 'neutral', 'score': 0.844541072845459}, {'label': 'surprise', 'score': 0.07520513236522675}]",room improvement,-1_county_work great_close_communicate
1192,4,"washington, dc hasn't been a partnering municipality since 2019 so please update your description.",SeeClickFix,Google,"[{'label': 'neutral', 'score': 0.9141992330551147}, {'label': 'surprise', 'score': 0.03989144042134285}]",washington dc partnering municipality update description,13_government_local_application_local government
1193,4,this app highlights how much tht cities like to deflect actual issues. auditing should be used to help actually address these issues,SeeClickFix,Google,"[{'label': 'neutral', 'score': 0.811545729637146}, {'label': 'anger', 'score': 0.09410648047924042}]",highlight tht like deflect actual issue auditing help actually address issue,1_far_issue fix_thing fix_bug
1194,4,"expect rude emails from the city of champaign, il. you tell them a streetlight needs replaced, they send an email saying it's fixed when it's not. put in another fix and you will receive a nasty email. the app works great, just not the city you put in in with.",SeeClickFix,Google,"[{'label': 'anger', 'score': 0.9508769512176514}, {'label': 'disgust', 'score': 0.016406405717134476}]",expect rude email champaign il tell streetlight need replace send email fix fix receive nasty email work great,-1_county_work great_close_communicate
1195,5,it's really good to go and see on the real.,SeeClickFix,Google,"[{'label': 'joy', 'score': 0.9877146482467651}, {'label': 'surprise', 'score': 0.00540010305121541}]",good real,-1_county_work great_close_communicate
1197,5,"have used this app many times to report issues i have observed in our city. in most cases, the city has addressed my issues within 24 hours. great app.",SeeClickFix,Google,"[{'label': 'neutral', 'score': 0.6451246738433838}, {'label': 'joy', 'score': 0.1454264223575592}]",time issue observe case address issue hour great,1_far_issue fix_thing fix_bug
